text,label
Today was a really bad day at work for me.,Angry
I feel totally disrespected by what you said.,Angry
I'm getting pretty angry about this whole situation.,Angry
My roommate left their mess all over the place again.,Angry
I'm fed up with these constant delays and excuses.,Angry
This customer service rep is really pissing me off now.,Angry
"I'm still mad about what happened last night, honestly.",Angry
I'm really annoyed at my boss right now honestly.,Angry
My neighbor's music is driving me crazy today.,Angry
I feel disrespected by your last message dude.,Angry
My day was going great until that stupid meeting.,Angry
I'm fed up with these traffic jams every morning.,Angry
I don't appreciate your tone with me right now.,Angry
My favorite store raised their prices again unfairly.,Angry
I'm so frustrated with my internet connection today ugh.,Angry
I feel taken advantage of by some friends lately.,Angry
I feel like punching something really hard.,Angry
My day just got ruined because of you.,Angry
I'm literally seething with anger right now.,Angry
This is the worst day of my life ever.,Angry
You have no idea how angry I am at you.,Angry
My blood is boiling with rage right now.,Angry
I'm so done with this nonsense today already.,Angry
I'm frustrated with how slow this project is going.,Angry
I hate it when people don't listen to me carefully.,Angry
This noise is driving me crazy right now honestly.,Angry
I'm really upset about what you said earlier today.,Angry
My neighbor is being super loud and rude again.,Angry
I'm so tired of dealing with these technical issues daily.,Angry
It's really unfair what happened to me yesterday morning.,Angry
I'm getting pretty fed up with this situation already tonight,Angry
My anger is boiling over right now.,Angry
I feel completely enraged and helpless too.,Angry
I'm fed up with this nonsense already today.,Angry
My patience has officially worn thin now thanks.,Angry
I'm beyond angry and not even kidding around.,Angry
I feel so angry I could scream loud.,Angry
My anger is taking over my entire body now.,Angry
I'm literally fuming and can't think straight anymore,Angry
I'm really annoyed at this traffic jam right now,Angry
"Frustrating day at work, can't wait to go home",Angry
My neighbor's noise is driving me insane tonight,Angry
I'm kinda mad at myself for missing that deadline,Angry
This customer service rep has no idea what they're doing,Angry
My internet connection is really getting on my nerves,Angry
This long line at the store is ridiculous and slow,Angry
I'm disappointed in how that meeting went today honestly,Angry
My favorite coffee shop ran out of my drink again,Angry
I am seriously frustrated with this traffic right now.,Angry
I'm so annoyed at the noise next door already.,Angry
Today was a pretty crappy day for me so far.,Angry
I feel really upset about what happened yesterday.,Angry
This stupid computer is driving me nuts already.,Angry
My sibling is being super annoying right now honestly.,Angry
My neighbor's dog is barking nonstop and it's infuriating,Angry
"Ugh, I just spilled coffee all over my shirt again.",Angry
"This homework is taking forever, it's so annoying.",Angry
I feel like nobody's listening to me in this meeting,Angry
My internet connection keeps dropping and it's driving me crazy,Angry
This noise is giving me a serious headache right now,Angry
"My boss is being super annoying today, ugh.",Angry
I'm so sick of waiting for this package to arrive.,Angry
"Today was just one thing after another, grrr.",Angry
I feel pretty annoyed at my roommate right now.,Angry
I'm getting really tired of this same old routine.,Angry
My day just got ruined by that stupid mistake.,Angry
"I'm still mad about what happened last night, tbh.",Angry
"Cannot believe I forgot my lunch at home, again!",Angry
I'm really frustrated with this traffic jam.,Angry
I hate when people cut in front of me.,Angry
I'm getting tired of his constant excuses.,Angry
I'm so annoyed at the customer service rep.,Angry
My neighbor's music is way too loud again.,Angry
I'm fed up with these never-ending delays already,Angry
I'm so sick of waiting for this response already.,Angry
"This homework is driving me crazy, seriously.",Angry
I feel really angry about what he said to me.,Angry
My neighbor's noise is really getting on my nerves.,Angry
"I'm fed up with this slow internet connection, man.",Angry
"This situation is totally unfair, it's not cool.",Angry
"I'm getting pretty annoyed with this long line, geez.",Angry
My sister's attitude is really pissing me off today.,Angry
I'm really frustrated with this traffic jam again today.,Angry
"Ugh, my neighbor's dog won't stop barking loudly outside.",Angry
I'm annoyed at how slow this Wi-Fi connection is being.,Angry
Feeling irritated with how messy my room has become suddenly,Angry
My day was going well until that meeting went poorly,Angry
I'm getting annoyed with all these spam calls lately too,Angry
That comment really rubbed me the wrong way earlier today,Angry
I feel kinda upset about not getting tickets on time,Angry
This weather forecast isn't looking good for our plans,Angry
I feel frustrated with this project's slow progress.,Angry
I'm getting really tired of these pointless meetings.,Angry
I'm fed up with all these spam calls lately.,Angry
I'm seriously irritated with my internet connection today.,Angry
Why do people always have to be so rude online?,Angry
I'm seriously annoyed with this situation today.,Angry
This weather is ruining my whole day somehow.,Angry
Why do these things always happen to me only?,Angry
This bureaucracy is making me so angry right now,Angry
"My boss is driving me crazy today, ugh.",Angry
I feel annoyed that my flight is delayed again.,Angry
I'm so irritated with this slow internet connection.,Angry
"My roommate left their mess everywhere, great.",Angry
"This situation is just pissing me off, honestly.",Angry
My computer crashed and I lost all my work.,Angry
I'm just really annoyed with this whole situation right now.,Angry
I'm so frustrated with this stupid computer glitch.,Angry
This rainy weather is ruining my whole day.,Angry
I feel ripped off by that expensive restaurant bill.,Angry
My neighbor's loud music is driving me crazy.,Angry
I'm still mad about what you said yesterday honestly.,Angry
This flight delay is totally unacceptable to me.,Angry
I hate when people don't respect my personal space.,Angry
I'm fed up with all these annoying spam calls lately,Angry
My boss is driving me crazy today again.,Angry
I'm so annoyed at this traffic jam already.,Angry
My neighbor's music is too loud and annoying.,Angry
I'm having a pretty rough morning so far honestly.,Angry
This day is just not going as planned ugh,Angry
I'm really annoyed at my roommate's mess everywhere.,Angry
This customer service is taking forever to help me.,Angry
I'm getting so tired of these constant delays lately.,Angry
I'm fed up with these silly rules at work honestly.,Angry
This project is stressing me out way too much already.,Angry
I'm irritated with my phone's battery life today ugh.,Angry
My sister's attitude is really pissing me off right now.,Angry
I'm beyond furious with you right now seriously,Angry
Today was a complete disaster thanks to him,Angry
I'm so angry I could scream at anyone,Angry
This is ridiculous and I'm fed up already,Angry
"Ugh, my boss is driving me insane today",Angry
I'm literally shaking with rage right now,Angry
My day just got ruined by one person,Angry
I'm so done with this stupid argument already,Angry
You have no idea how angry you've made me,Angry
I'm fuming and I don't know what to do,Angry
I'm fed up with this stupid homework assignment already.,Angry
"This rain is ruining my whole day, ugh.",Angry
I'm getting really annoyed with my roommate's mess.,Angry
I had the worst customer service experience ever today.,Angry
